ubicacion,dedicacion,contrato,salario,rol,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,tecnologias,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,edad,genero,seniority,marvin_rol
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,Finance,20,1,6,3,"Python, SQL, VBA",De 51 a 100 personas,Híbrido (presencial y remoto),46,Mujer Cis,Senior,6
Buenos Aires,Full-Time,Contractor,3401000.0,Developer,3,0,0,0,Ninguno de los anteriores,De 1001 a 2000 personas,100% remoto,26,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,Developer,5,0,5,0,Java,De 101 a 200 personas,100% remoto,30,Hombre Cis,Semi-Senior,3
Santa Fe,Full-Time,Staff (planta permanente),2770000.0,SysAdmin / DevOps / SRE,20,6,6,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),41,Hombre Cis,Senior,9
Córdoba,Full-Time,Staff (planta permanente),1490421.0,BI Analyst / Data Analyst,6,2,3,2,SQL,De 11  a 50  personas,100% remoto,33,Mujer Cis,Senior,5
Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,Developer,3,2,3,0,Javascript,De 501 a 1000 personas,100% remoto,26,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,Developer,13,1,1,0,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript, VBA",De 1001 a 2000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,BI Analyst / Data Analyst,3,0,0,0,SQL,De 101 a 200 personas,Híbrido (presencial y remoto),37,Hombre Cis,Semi-Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,Developer,2,0,0,2,"CSS, Elixir, Erlang, HTML, Javascript, SQL",De 51 a 100 personas,Híbrido (presencial y remoto),26,Hombre Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3255000.0,SysAdmin / DevOps / SRE,8,8,2,0,"Bash/Shell, Python",De 5001 a 10000 personas,Híbrido (presencial y remoto),29,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,Developer,15,0,0,0,"HTML, Javascript, TypeScript",De 101 a 200 personas,100% remoto,38,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3500000.0,Manager / Director,20,9,1,70,"HTML, Java, Javascript, PHP, SQL",De 101 a 200 personas,100% remoto,42,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4850000.0,SysAdmin / DevOps / SRE,7,0,0,0,"Bash/Shell, Go, Python",Más de 10000 personas,Híbrido (presencial y remoto),29,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2300000.0,Developer,5,2,3,0,"CSS, Java, Javascript, SQL, TypeScript",De 11  a 50  personas,100% remoto,31,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,Developer,1,1,1,0,"CSS, HTML, Javascript, PHP, SQL",De 2001a 5000 personas,100% presencial,34,Hombre Cis,Junior,2
Buenos Aires,Full-Time,Staff (planta permanente),1070860.0,SysAdmin / DevOps / SRE,1,1,1,0,"Bash/Shell, C, C++, Python",De 11  a 50  personas,100% presencial,32,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,UX Designer,4,4,4,0,Ninguno de los anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),42,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1200000.0,Technical Support,1,1,1,0,Ninguno de los anteriores,De 201 a 500 personas,100% presencial,20,Mujer Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1474965.47,Technical Leader,6,6,2,15,SQL,De 201 a 500 personas,100% presencial,46,Hombre Cis,Senior,6
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1624000.0,AI Engineer,3,0,1,0,Python,De 51 a 100 personas,100% remoto,27,Mujer Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1371600.0,Manager / Director,3,5,3,0,"CSS, HTML, Java, Javascript, SQL",Más de 10000 personas,Híbrido (presencial y remoto),39,Mujer Cis,Semi-Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),3150000.0,BI Analyst / Data Analyst,3,1,0,5,"Bash/Shell, Python",De 5001 a 10000 personas,Híbrido (presencial y remoto),26,Hombre Cis,Semi-Senior,9
Córdoba,Full-Time,Staff (planta permanente),3800000.0,Manager / Director,4,0,0,13,"CSS, HTML, Javascript, SQL",De 1001 a 2000 personas,100% presencial,33,Hombre Cis,Semi-Senior,2
Santa Fe,Full-Time,Staff (planta permanente),2305000.0,Developer,2,2,2,0,".NET, C#, CSS, HTML, Javascript, Python, SQL, TypeScript",De 11  a 50  personas,Híbrido (presencial y remoto),25,Hombre Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),968651.0,HelpDesk,2,0,0,0,"Bash/Shell, CSS, HTML, Java, Javascript, PHP, SQL",De 5001 a 10000 personas,100% presencial,27,Hombre Cis,Junior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1148000.0,Developer,2,0,2,0,"Javascript, TypeScript",De 51 a 100 personas,100% remoto,29,Mujer Cis,Junior,2
Mendoza,Full-Time,Staff (planta permanente),1736438.0,Developer,1,0,0,0,"Javascript, PHP",De 101 a 200 personas,100% remoto,32,Agénero,Junior,2
Entre Ríos,Full-Time,Staff (planta permanente),5023717.0,Developer,20,3,3,0,"Javascript, SQL, TypeScript",De 201 a 500 personas,100% remoto,44,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1134142.0,Developer,1,1,1,0,"CSS, HTML, Javascript, PHP",De 2001a 5000 personas,100% remoto,39,Hombre Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3800000.0,QA / Tester,15,3,3,2,"Javascript, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),46,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3544841.0,Technical Leader,8,3,1,3,"CSS, HTML, Javascript, Python, TypeScript",De 5001 a 10000 personas,100% remoto,32,Hombre Cis,Senior,4
Córdoba,Full-Time,Staff (planta permanente),2300000.0,HelpDesk,20,15,15,0,Ninguno de los anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),41,Hombre Cis,Senior,9
Santa Fe,Full-Time,Staff (planta permanente),1950000.0,SysAdmin / DevOps / SRE,3,1,1,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),26,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1960000.0,Developer,2,1,1,0,"Go, Java, Javascript, TypeScript",Más de 10000 personas,100% remoto,26,Hombre Cis,Junior,3
Santa Fe,Full-Time,Staff (planta permanente),5000000.0,Technical Leader,4,15,4,15,"Java, Javascript, Python, SQL, TypeScript",De 1001 a 2000 personas,Híbrido (presencial y remoto),43,Hombre Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),895000.0,Infosec,2,2,2,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),23,Hombre Cis,Junior,9
Santa Fe,Full-Time,Staff (planta permanente),3900000.0,QA / Tester,13,5,2,20,".NET, C#",De 501 a 1000 personas,100% remoto,35,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2400000.0,SysAdmin / DevOps / SRE,8,8,3,0,Javascript,Más de 10000 personas,100% remoto,40,Hombre Cis,Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,Technical Leader,14,6,3,3,"Bash/Shell, Python",De 201 a 500 personas,100% remoto,34,Hombre Cis,Senior,9
Buenos Aires,Full-Time,Staff (planta permanente),2200000.0,Data Scientist,3,1,1,0,"Python, SQL",De 2001a 5000 personas,100% remoto,32,Mujer Cis,Semi-Senior,6
Córdoba,Part-Time,Staff (planta permanente),812262.0,Technical Support,3,3,1,0,Python,De 51 a 100 personas,100% presencial,36,Hombre Cis,Semi-Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,Sales / Pre-Sales,14,3,3,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),39,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2220000.0,BI Analyst / Data Analyst,3,0,2,0,Ninguno de los anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),36,Mujer Cis,Semi-Senior,9
San Juan,Full-Time,Staff (planta permanente),1450000.0,Developer,3,2,2,0,"CSS, HTML, Javascript, TypeScript",De 51 a 100 personas,100% remoto,39,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,Manager / Director,10,6,4,8,"Arduino, CSS, HTML, Javascript, PHP, SQL",De 51 a 100 personas,Híbrido (presencial y remoto),39,Hombre Cis,Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,Networking,20,0,0,0,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,48,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1320000.0,Business Analyst,3,8,3,0,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,32,Hombre Cis,Semi-Senior,9
Córdoba,Full-Time,Staff (planta permanente),3000000.0,BI Analyst / Data Analyst,5,8,2,2,SQL,De 501 a 1000 personas,Híbrido (presencial y remoto),32,Hombre Cis,Semi-Senior,6
Buenos Aires,Full-Time,Staff (planta permanente),1755249.0,Marketing,5,3,3,0,Ninguno de los anteriores,De 201 a 500 personas,100% remoto,38,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3380000.0,Technical Leader,12,3,4,13,"Javascript, Python",De 201 a 500 personas,100% remoto,33,Hombre Cis,Senior,3
Santa Fe,Full-Time,Staff (planta permanente),3260000.0,Scrum Master,20,4,12,20,".NET, C#, CSS, HTML, Javascript, SQL",De 2001a 5000 personas,100% remoto,49,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1436000.0,SysAdmin / DevOps / SRE,1,0,0,0,"Groovy, Java, SQL",De 101 a 200 personas,100% remoto,40,Mujer Cis,Junior,3
Santa Fe,Full-Time,Staff (planta permanente),1280000.0,Technical Leader,3,2,1,8,Python,De 101 a 200 personas,100% remoto,24,Hombre Cis,Semi-Senior,5
Neuquén,Full-Time,Staff (planta permanente),2485057.0,Manager / Director,22,1,1,2,"Bash/Shell, Python",De 501 a 1000 personas,100% presencial,42,Hombre Cis,Senior,5
Córdoba,Full-Time,Staff (planta permanente),1000085.0,Manager / Director,4,4,4,2,Ninguno de los anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),32,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,Developer,2,2,2,0,"Java, SQL",De 201 a 500 personas,100% remoto,21,Hombre Cis,Junior,3
Buenos Aires,Full-Time,Staff (planta permanente),2196113.0,Manager / Director,12,12,4,2,Ninguno de los anteriores,De 51 a 100 personas,100% presencial,49,Hombre Cis,Senior,9
Córdoba,Full-Time,Staff (planta permanente),2315023.0,Developer,4,1,4,0,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",De 501 a 1000 personas,100% remoto,27,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1650000.0,Data Engineer,0,0,0,0,SQL,Más de 10000 personas,Híbrido (presencial y remoto),31,Hombre Cis,Junior,6
Buenos Aires,Full-Time,Contractor,3000000.0,SysAdmin / DevOps / SRE,12,5,3,0,Bash/Shell,De 101 a 200 personas,100% remoto,35,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1880000.0,BI Analyst / Data Analyst,10,20,8,0,"Bash/Shell, C, COBOL, PHP, Python, R, Scala, SQL",De 2001a 5000 personas,Híbrido (presencial y remoto),61,Mujer Cis,Senior,9
San Luis,Full-Time,Staff (planta permanente),1800000.0,BI Analyst / Data Analyst,1,1,1,0,"Python, SQL",De 51 a 100 personas,100% remoto,42,Hombre Cis,Junior,5
Córdoba,Full-Time,Staff (planta permanente),3800000.0,Developer,5,3,2,0,"Java, Python, SQL",Más de 10000 personas,Híbrido (presencial y remoto),33,Mujer Cis,Semi-Senior,3
Buenos Aires,Full-Time,Staff (planta permanente),3100000.0,Data Scientist,7,4,3,0,"Python, R, SQL",De 501 a 1000 personas,Híbrido (presencial y remoto),31,Hombre Cis,Senior,5
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),980000.0,BI Analyst / Data Analyst,2,2,2,0,SQL,De 101 a 200 personas,100% remoto,30,Hombre Cis,Junior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2700000.0,Developer,8,4,3,5,ABAP,De 501 a 1000 personas,100% remoto,36,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3900000.0,Consultant,15,6,3,3,"Bash/Shell, SQL",1 (solamente yo),Híbrido (presencial y remoto),42,Hombre Cis,Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000.0,Networking,1,0,0,0,"PHP, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),25,Hombre Cis,Junior,3
Córdoba,Full-Time,Staff (planta permanente),3700000.0,Designer,10,10,2,0,"C++, Python",De 201 a 500 personas,Híbrido (presencial y remoto),34,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3955560.0,Middleware,20,17,4,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),38,Mujer Cis,Senior,9
Río Negro,Full-Time,Staff (planta permanente),4422002.0,Developer,5,1,1,0,Java,De 2001a 5000 personas,100% remoto,44,Mujer Cis,Semi-Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1847743.29,Developer,3,3,3,0,"PHP, TypeScript",De 101 a 200 personas,100% remoto,24,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,Manager / Director,15,4,0,9,"Javascript, Python, R",De 5001 a 10000 personas,Híbrido (presencial y remoto),38,Hombre Cis,Senior,9
Tucumán,Full-Time,Staff (planta permanente),2200000.0,Developer,3,2,2,0,".NET, C#, CSS, HTML, Javascript, SQL",De 101 a 200 personas,Híbrido (presencial y remoto),32,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3165608.0,Architect,4,1,1,0,"PHP, Python, SQL",Más de 10000 personas,100% remoto,24,Mujer Cis,Semi-Senior,3
Formosa,Full-Time,Staff (planta permanente),5430000.0,Finance,20,10,10,4,"HTML, PHP, Python, SQL, Swift",De 501 a 1000 personas,100% presencial,45,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,SysAdmin / DevOps / SRE,15,2,2,0,Ninguno de los anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),36,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4044768.0,SysAdmin / DevOps / SRE,5,5,3,0,Ninguno de los anteriores,De 501 a 1000 personas,100% remoto,43,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4570800.0,Developer,5,3,1,0,"Go, HTML, Java, Javascript, SQL, TypeScript",De 5001 a 10000 personas,100% remoto,28,Hombre Cis,Semi-Senior,4
Río Negro,Full-Time,Staff (planta permanente),1920000.0,Docente,35,11,11,0,"Bash/Shell, C, HTML, Javascript, Python",De 1001 a 2000 personas,Híbrido (presencial y remoto),51,Prefiero no decir,Senior,4
Misiones,Full-Time,Staff (planta permanente),4102500.0,Developer,7,2,2,0,"Java, Javascript",De 101 a 200 personas,100% remoto,43,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2215800.0,Developer,5,5,5,0,"CSS, HTML, Java, TypeScript",De 201 a 500 personas,100% remoto,27,Hombre Cis,Semi-Senior,2
Santa Fe,Full-Time,Staff (planta permanente),1153000.0,Developer,1,1,1,0,Javascript,De 11  a 50  personas,Híbrido (presencial y remoto),23,Hombre Cis,Junior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1990000.0,Developer,5,1,3,0,"Javascript, TypeScript",De 51 a 100 personas,100% remoto,31,Hombre Cis,Semi-Senior,2
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2316600.0,Developer,5,1,5,0,Genexus,De 201 a 500 personas,100% remoto,39,Hombre Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,SysAdmin / DevOps / SRE,17,8,5,4,Ninguno de los anteriores,De 1001 a 2000 personas,100% presencial,41,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,Developer,3,0,0,0,".NET, C#, CSS, Dart, HTML, Javascript, TypeScript",De 11  a 50  personas,Híbrido (presencial y remoto),22,Hombre Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,Developer,4,0,2,0,"Javascript, TypeScript",De 501 a 1000 personas,100% remoto,25,Mujer Cis,Semi-Senior,2
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4700000.0,Developer,14,3,3,0,"Java, Kotlin",Más de 10000 personas,Híbrido (presencial y remoto),35,Hombre Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4589946.0,Manager / Director,17,5,5,6,SQL,De 2001a 5000 personas,Híbrido (presencial y remoto),45,Hombre Cis,Senior,6
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),800000.0,Recruiter,4,2,2,0,Ninguno de los anteriores,De 11  a 50  personas,100% remoto,30,Mujer Cis,Semi-Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1500000.0,Business Analyst,2,2,2,0,Ninguno de los anteriores,De 501 a 1000 personas,100% remoto,40,Mujer Cis,Junior,9
La Rioja,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4536220.0,QA / Tester,3,2,0,4,"Java, Javascript, Python, TypeScript",De 2001a 5000 personas,100% remoto,26,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1360000.0,Developer,3,3,3,0,"Javascript, SQL, VBA",De 11  a 50  personas,100% remoto,48,Hombre Cis,Semi-Senior,2
Buenos Aires,Full-Time,Staff (planta permanente),1250000.0,Developer,0,0,0,0,".NET, Bash/Shell, C#, SQL",De 51 a 100 personas,100% remoto,32,Mujer Cis,Junior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1750000.0,Networking,20,25,15,0,Ninguno de los anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),59,Mujer Cis,Senior,9
Mendoza,Full-Time,Staff (planta permanente),3535164.0,Manager / Director,12,9,4,3,"Java, SQL",De 101 a 200 personas,Híbrido (presencial y remoto),39,Mujer Cis,Senior,3
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1800000.0,Storage / Backup,20,10,7,0,Ninguno de los anteriores,Más de 10000 personas,100% remoto,49,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2140000.0,Architect,1,0,1,0,Bash/Shell,De 101 a 200 personas,Híbrido (presencial y remoto),42,Hombre Cis,Junior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1500000.0,Infosec,8,2,1,0,"Bash/Shell, Python",De 1001 a 2000 personas,Híbrido (presencial y remoto),37,Hombre Cis,Senior,9
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,Developer,4,3,1,0,".NET, C#, Java, Javascript, Ruby, SQL, TypeScript",De 51 a 100 personas,Híbrido (presencial y remoto),27,Hombre Cis,Semi-Senior,4
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),990693.0,QA / Tester,1,1,1,0,Java,De 101 a 200 personas,Híbrido (presencial y remoto),29,Mujer Cis,Junior,3
Santa Fe,Full-Time,Staff (planta permanente),3100000.0,Architect,19,12,5,10,".NET, C#, HTML, Javascript",De 11  a 50  personas,100% remoto,43,Hombre Cis,Senior,3
Córdoba,Full-Time,Staff (planta permanente),2900000.0,Scrum Master,15,4,4,0,"CSS, HTML, Javascript, PHP, Python, Ruby, SQL",De 501 a 1000 personas,100% remoto,46,Hombre Cis,Senior,4
Buenos Aires,Full-Time,Staff (planta permanente),2799981.0,QA / Tester,6,5,5,0,"C#, SQL",De 51 a 100 personas,100% remoto,36,Mujer Cis,Senior,3
Córdoba,Full-Time,Staff (planta permanente),1624776.27,Developer,1,1,1,3,"Javascript, PHP, SQL",De 11  a 50  personas,Híbrido (presencial y remoto),25,Hombre Cis,Junior,3
Mendoza,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1446748.0,QA / Tester,3,3,1,0,Java,De 51 a 100 personas,100% remoto,28,Mujer Cis,Semi-Senior,3
